image,label,size,width,height,mode,format
0283.jpg,painting,8942,290,355,RGB,JPEG
370.jpg,engraving,35227,395,550,RGB,JPEG
i - 294.jpeg,drawings,13759,240,320,RGB,JPEG
i - 1376.jpeg,sculpture,11284,214,320,RGB,JPEG
i - 1388.jpeg,sculpture,21260,405,320,RGB,JPEG
1410.jpg,painting,9902,290,200,RGB,JPEG
145.jpg,sculpture,162149,475,695,RGB,JPEG
i - 1298.jpeg,iconography,32769,330,320,RGB,JPEG
i - 528.jpeg,iconography,35316,477,320,RGB,JPEG
1213.jpg,painting,11480,290,320,RGB,JPEG
0323.jpg,painting,17526,290,376,RGB,JPEG
i - 414.jpeg,engraving,32061,253,320,RGB,JPEG
images (52).jpeg,drawings,6658,187,269,RGB,JPEG
i - 1452.jpeg,sculpture,20447,279,320,RGB,JPEG
2318.jpg,painting,14564,290,361,RGB,JPEG
152 18.59.45.jpg,sculpture,20538,420,550,RGB,JPEG
0493.jpg,painting,14564,290,361,RGB,JPEG
i - 112.jpeg,sculpture,42989,427,320,RGB,JPEG
0767.jpg,painting,12973,290,360,RGB,JPEG
251.jpg,iconography,135749,314,400,RGB,JPEG
i - 247.jpeg,engraving,18916,203,320,RGB,JPEG
i - 842.jpeg,iconography,31570,278,320,RGB,JPEG
i - 781.jpeg,iconography,23792,266,320,RGB,JPEG
i - 225.jpeg,engraving,46566,374,320,RGB,JPEG
108.jpg,sculpture,110070,480,640,RGB,JPEG
i - 372.jpeg,drawings,22982,480,320,RGB,JPEG
i - 255.jpeg,iconography,14246,240,320,RGB,JPEG
download (20).jpeg,drawings,9468,261,193,RGB,JPEG
i - 350.jpeg,iconography,27927,301,320,RGB,JPEG
i - 1190.jpeg,iconography,23571,427,320,RGB,JPEG
i - 1502.jpeg,sculpture,7795,257,320,RGB,JPEG
i - 1201.jpeg,iconography,34009,263,320,RGB,JPEG
100.jpg,iconography,194685,419,550,RGB,JPEG
1739.jpg,painting,14272,290,365,RGB,JPEG
i - 1196.jpeg,sculpture,14661,258,320,RGB,JPEG
i - 874.jpeg,iconography,43001,427,320,RGB,JPEG
i - 837.jpeg,drawings,39607,480,314,RGB,JPEG
0196.jpg,painting,7854,290,387,RGB,JPEG
images (24).jpeg,drawings,6668,263,192,RGB,JPEG
i - 673.jpeg,sculpture,15412,207,320,RGB,JPEG
94.jpg,engraving,43590,600,459,RGB,JPEG
i - 244.jpeg,sculpture,46530,480,314,RGB,JPEG
i - 130.jpeg,sculpture,32763,418,320,RGB,JPEG
i - 516.jpeg,sculpture,6289,213,320,RGB,JPEG
i - 218.jpeg,drawings,46922,389,320,RGB,JPEG
363.jpg,sculpture,24118,600,600,RGB,JPEG
0761.jpg,painting,13909,290,388,RGB,JPEG
i - 958.jpeg,drawings,19098,214,320,RGB,JPEG
i - 1091.jpeg,iconography,27951,427,320,RGB,JPEG
i - 1514.jpeg,sculpture,16953,397,320,RGB,JPEG
1688.jpg,painting,11480,290,320,RGB,JPEG
i - 41 20.26.46.jpeg,sculpture,15792,213,320,RGB,JPEG
0407.jpg,painting,7027,290,193,RGB,JPEG
i - 578 20.26.47.jpeg,sculpture,37304,453,320,RGB,JPEG
i - 908 20.26.19.jpeg,iconography,28194,427,320,RGB,JPEG
i - 633.jpeg,iconography,26862,259,320,RGB,JPEG
i - 206.jpeg,engraving,34901,384,264,RGB,JPEG
i - 139.jpeg,sculpture,28853,408,320,RGB,JPEG
3156_mainfoto_05.jpg,sculpture,22283,290,435,RGB,JPEG
0163.jpg,painting,11480,290,320,RGB,JPEG
1380.jpg,painting,11364,290,226,RGB,JPEG
i - 760.jpeg,drawings,9588,240,320,RGB,JPEG
i - 909.jpeg,drawings,28547,425,320,RGB,JPEG
2280.jpg,painting,16778,290,362,RGB,JPEG
i - 429.jpeg,iconography,26349,427,320,RGB,JPEG
i - 1565.jpeg,iconography,23528,241,320,RGB,JPEG
284.jpg,sculpture,94469,891,1500,RGB,JPEG
1014.jpg,painting,14272,290,365,RGB,JPEG
i - 246.jpeg,engraving,34662,480,316,RGB,JPEG
i - 957.jpeg,sculpture,20615,366,320,RGB,JPEG
1312.jpg,painting,11008,290,188,RGB,JPEG
i - 1020.jpeg,sculpture,35992,427,320,RGB,JPEG
100.jpg,sculpture,203654,700,673,RGB,JPEG
0063.jpg,painting,11480,290,320,RGB,JPEG
i - 400.jpeg,iconography,15155,285,320,RGB,JPEG
i - 455.jpeg,iconography,27853,292,320,RGB,JPEG
1324.jpg,painting,14740,290,356,RGB,JPEG
2253.jpg,painting,23819,290,309,RGB,JPEG
1368.jpg,painting,14564,290,361,RGB,JPEG
i - 253.jpeg,iconography,25200,259,320,RGB,JPEG
1505.jpg,painting,9083,290,229,RGB,JPEG
55.jpg,engraving,144099,654,1024,RGB,JPEG
2070.jpg,painting,13909,290,388,RGB,JPEG
49.jpg,engraving,25887,600,402,RGB,JPEG
1261.jpg,painting,8990,290,211,RGB,JPEG
i - 714.jpeg,sculpture,20365,320,320,RGB,JPEG
229.jpg,iconography,80529,269,600,RGB,JPEG
534.jpg,iconography,95058,605,766,RGB,JPEG
1554.jpg,painting,5753,290,176,RGB,JPEG
2224.jpg,painting,14740,290,356,RGB,JPEG
92 18.59.20.jpg,iconography,76153,583,688,RGB,JPEG
2332.jpg,painting,12028,290,460,RGB,JPEG
i - 99.jpeg,iconography,12963,240,320,RGB,JPEG
227.jpg,sculpture,213220,1000,662,RGB,JPEG
i - 753.jpeg,drawings,21446,266,320,RGB,JPEG
193.jpg,engraving,125182,600,886,RGB,JPEG
i - 1111.jpeg,sculpture,44647,480,318,RGB,JPEG
1887.jpg,painting,14516,290,289,RGB,JPEG
72.jpg,iconography,436432,637,800,RGB,JPEG
318.jpg,iconography,85072,497,700,RGB,JPEG
243.jpg,sculpture,27275,495,400,RGB,JPEG
2315.jpg,painting,11693,290,226,RGB,JPEG
i - 623.jpeg,iconography,39371,426,320,RGB,JPEG
146 18.59.45.jpg,sculpture,33099,445,410,RGB,JPEG
i - 87.jpeg,iconography,32678,254,320,RGB,JPEG
i - 1208.jpeg,iconography,34656,425,320,RGB,JPEG
3454_mainfoto_05.jpg,drawings,23126,290,370,RGB,JPEG
images (87).jpeg,drawings,14216,285,177,RGB,JPEG
90 18.59.45.jpg,sculpture,74309,1000,667,RGB,JPEG
1059.jpg,painting,13672,290,372,RGB,JPEG
1476.jpg,painting,10244,290,404,RGB,JPEG
0309.jpg,painting,9412,290,365,RGB,JPEG
113.jpg,iconography,377946,536,770,RGB,JPEG
i - 1479.jpeg,iconography,40291,427,320,RGB,JPEG
5785_mainfoto_05.jpg,sculpture,14282,290,384,RGB,JPEG
i - 652.jpeg,iconography,18129,320,320,RGB,JPEG
i - 46.jpeg,engraving,14650,390,130,RGB,JPEG
1459.jpg,painting,15113,290,361,RGB,JPEG
i - 721.jpeg,iconography,14127,240,320,RGB,JPEG
93.jpg,engraving,140372,660,495,RGB,JPEG
i - 278.jpeg,iconography,17149,292,320,RGB,JPEG
i - 155.jpeg,engraving,46571,480,280,RGB,JPEG
1067.jpg,painting,12973,290,360,RGB,JPEG
353.png,iconography,1219551,624,687,RGB,PNG
i - 421.jpeg,engraving,14080,179,320,RGB,JPEG
i - 1080.jpeg,sculpture,11107,255,320,RGB,JPEG
i - 322.jpeg,iconography,29654,427,320,RGB,JPEG
i - 106.jpeg,engraving,29687,224,320,RGB,JPEG
0439.jpg,painting,14272,290,365,RGB,JPEG
1637.jpg,painting,8421,290,174,RGB,JPEG
0597.jpg,painting,10540,290,244,RGB,JPEG
126.jpg,engraving,106113,600,473,RGB,JPEG
230 18.59.45.jpg,sculpture,79982,720,1079,RGB,JPEG
0083.jpg,painting,11693,290,226,RGB,JPEG
i - 1005.jpeg,sculpture,13836,430,320,RGB,JPEG
i - 298.jpeg,iconography,26887,427,320,RGB,JPEG
i - 521.jpeg,drawings,31749,320,320,RGB,JPEG
i - 1473.jpeg,iconography,27016,427,320,RGB,JPEG
1061.jpg,painting,17097,290,373,RGB,JPEG
i - 48.jpeg,iconography,24703,285,320,RGB,JPEG
1851.jpg,painting,12249,290,165,RGB,JPEG
0856.jpg,painting,9550,290,166,RGB,JPEG
i - 935.jpeg,iconography,25966,427,320,RGB,JPEG
i - 568.jpeg,sculpture,22966,271,320,RGB,JPEG
i - 319.jpeg,iconography,38564,280,320,RGB,JPEG
1765.jpg,painting,11693,290,226,RGB,JPEG
0614.jpg,painting,14272,290,365,RGB,JPEG
i - 379.jpeg,iconography,25927,252,320,RGB,JPEG
i - 565.jpeg,engraving,30268,222,320,RGB,JPEG
i - 1140.jpeg,drawings,23581,323,320,RGB,JPEG
i - 648.jpeg,drawings,15928,204,320,RGB,JPEG
i - 557.jpeg,drawings,13627,254,320,RGB,JPEG
0584.jpg,painting,11975,290,360,RGB,JPEG
347.jpg,engraving,97452,460,261,RGB,JPEG
i - 427.jpeg,iconography,16938,212,320,RGB,JPEG
i - 916.jpeg,iconography,18511,252,320,RGB,JPEG
0814.jpg,painting,14272,290,365,RGB,JPEG
i - 670.jpeg,iconography,24509,344,320,RGB,JPEG
i - 381.jpeg,drawings,39827,460,320,RGB,JPEG
i - 1124.jpeg,sculpture,13899,240,320,RGB,JPEG
661.jpg,iconography,497997,718,1024,RGB,JPEG
0936.jpg,painting,15719,290,459,RGB,JPEG
i - 1167.jpeg,sculpture,8755,213,320,RGB,JPEG
i - 630.jpeg,drawings,22182,427,320,RGB,JPEG
i - 1191.jpeg,sculpture,11945,320,320,RGB,JPEG
0755.jpg,painting,12973,290,360,RGB,JPEG
i - 532.jpeg,iconography,21966,416,312,RGB,JPEG
2261.jpg,painting,30981,290,364,RGB,JPEG
2229.jpg,painting,32813,290,313,RGB,JPEG
i - 95.jpeg,iconography,35196,479,320,RGB,JPEG
i - 947.jpeg,drawings,20019,264,320,RGB,JPEG
i - 739.jpeg,drawings,13915,230,320,RGB,JPEG
2258.jpg,painting,17828,290,363,RGB,JPEG
0532.jpg,painting,9711,290,355,RGB,JPEG
i - 1365.jpeg,sculpture,6563,213,320,RGB,JPEG
i - 508.jpeg,engraving,64196,439,320,RGB,JPEG
i - 138.jpeg,iconography,30978,272,320,RGB,JPEG
i - 82.jpeg,sculpture,16897,390,130,RGB,JPEG
i - 815.jpeg,iconography,17014,241,320,RGB,JPEG
0646.jpg,painting,7854,290,387,RGB,JPEG
i - 301.jpeg,engraving,30404,469,320,RGB,JPEG
i - 412.jpeg,sculpture,36179,480,320,RGB,JPEG
i - 451.jpeg,drawings,36018,426,320,RGB,JPEG
i - 660.jpeg,iconography,22059,320,320,RGB,JPEG
0522.jpg,painting,10540,290,244,RGB,JPEG
0232.jpg,painting,16192,290,375,RGB,JPEG
i - 66.jpeg,iconography,26395,255,320,RGB,JPEG
i - 353.jpeg,sculpture,8888,479,320,RGB,JPEG
0571.jpg,painting,7854,290,387,RGB,JPEG
i - 812.jpeg,sculpture,13705,239,320,RGB,JPEG
i - 1150.jpeg,sculpture,7354,213,320,RGB,JPEG
1981.jpg,painting,14034,290,260,RGB,JPEG
i - 26.jpeg,sculpture,26763,320,320,RGB,JPEG
i - 1023.jpeg,iconography,32679,320,320,RGB,JPEG
2072.jpg,painting,10540,290,244,RGB,JPEG
0827.jpg,painting,8593,290,373,RGB,JPEG
i - 610.jpeg,drawings,9732,229,320,RGB,JPEG
i - 796.jpeg,iconography,28676,320,320,RGB,JPEG
102.jpg,iconography,165755,640,971,RGB,JPEG
i - 363.jpeg,sculpture,13392,213,320,RGB,JPEG
1288.jpg,painting,11480,290,320,RGB,JPEG
images (50).jpeg,drawings,11321,264,191,RGB,JPEG
738.jpg,iconography,265962,800,946,RGB,JPEG
1773.jpg,painting,17526,290,376,RGB,JPEG
546.jpg,iconography,105070,450,537,RGB,JPEG
0032.jpg,painting,25759,290,433,RGB,JPEG
224.jpg,engraving,11347,500,346,RGB,JPEG
i - 1156.jpeg,sculpture,12986,240,320,RGB,JPEG
i - 401.jpeg,sculpture,14156,264,320,RGB,JPEG
i - 149.jpeg,iconography,13844,229,320,RGB,JPEG
i - 349.jpeg,drawings,44171,453,320,RGB,JPEG
i - 1095.jpeg,drawings,32361,480,266,RGB,JPEG
1907.jpg,painting,27505,290,828,RGB,JPEG
i - 692.jpeg,drawings,15325,231,320,RGB,JPEG
320.jpg,sculpture,136335,664,948,RGB,JPEG
i - 403.jpeg,iconography,18551,257,320,RGB,JPEG
i - 870.jpeg,sculpture,11863,213,320,RGB,JPEG
167.jpg,sculpture,58253,700,700,RGB,JPEG
i - 900.jpeg,drawings,28709,480,284,RGB,JPEG
download (5).jpeg,drawings,6711,186,272,RGB,JPEG
i - 599.jpeg,iconography,30427,320,320,RGB,JPEG
i - 1155.jpeg,sculpture,16372,480,318,RGB,JPEG
2363.jpg,painting,12973,290,360,RGB,JPEG
i - 1231.jpeg,sculpture,18466,479,320,RGB,JPEG
i - 231.jpeg,drawings,26482,287,320,RGB,JPEG
2168.jpg,painting,14564,290,361,RGB,JPEG
166.jpg,iconography,121478,644,700,RGB,JPEG
255.jpg,iconography,74482,680,460,RGB,JPEG
i - 569.jpeg,engraving,30732,238,320,RGB,JPEG
1901.jpg,painting,8311,290,174,RGB,JPEG
407.jpg,sculpture,30049,500,500,RGB,JPEG
i - 386.jpeg,iconography,11409,316,320,RGB,JPEG
i - 807.jpeg,sculpture,6680,214,320,RGB,JPEG
i - 275.jpeg,drawings,8196,426,320,RGB,JPEG
1670.jpg,painting,13909,290,388,RGB,JPEG
1839.jpg,painting,14272,290,365,RGB,JPEG
415.png,sculpture,169243,369,480,RGB,PNG
i - 364.jpeg,drawings,6946,222,320,RGB,JPEG
1356.jpg,painting,11417,290,362,RGB,JPEG
249.png,iconography,539819,570,570,RGB,PNG
i - 522.jpeg,engraving,15367,211,320,RGB,JPEG
1095.jpg,painting,13909,290,388,RGB,JPEG
0717.jpg,painting,12973,290,360,RGB,JPEG
1661.jpg,painting,15232,290,350,RGB,JPEG
i - 1443.jpeg,sculpture,13299,427,320,RGB,JPEG
i - 1540.jpeg,iconography,27127,480,195,RGB,JPEG
i - 271.jpeg,sculpture,6970,229,320,RGB,JPEG
0455.jpg,painting,13007,290,381,RGB,JPEG
0655.jpg,painting,18056,290,345,RGB,JPEG
0924.jpg,painting,14740,290,356,RGB,JPEG
i - 460.jpeg,sculpture,16130,480,320,RGB,JPEG
367.jpg,iconography,276045,525,700,RGB,JPEG
i - 462.jpeg,iconography,35454,320,320,RGB,JPEG
i - 726.jpeg,sculpture,15049,256,320,RGB,JPEG
i - 1138.jpeg,drawings,19779,251,320,RGB,JPEG
56.jpg,iconography,281432,587,750,RGB,JPEG
i - 125.jpeg,engraving,35796,247,320,RGB,JPEG
i - 1311.jpeg,iconography,28693,320,320,RGB,JPEG
0242 20.26.30.jpg,painting,12973,290,360,RGB,JPEG
i - 359.jpeg,engraving,55534,429,320,RGB,JPEG
i - 1135 20.26.47.jpeg,sculpture,7018,241,320,RGB,JPEG
i - 539.jpeg,iconography,17486,240,320,RGB,JPEG
i - 34.jpeg,engraving,23100,272,200,RGB,JPEG
0955.jpg,painting,11474,290,370,RGB,JPEG
257.jpg,iconography,34271,450,554,RGB,JPEG
i - 1186.jpeg,iconography,23284,335,320,RGB,JPEG
191 18.59.45 20.26.46.jpg,sculpture,53764,480,320,RGB,JPEG
i - 1251.jpeg,iconography,15727,320,320,RGB,JPEG
i - 849.jpeg,drawings,11966,248,320,RGB,JPEG
i - 1169.jpeg,iconography,19755,240,320,RGB,JPEG
0492.jpg,painting,12973,290,360,RGB,JPEG
3411_mainfoto_05.jpg,drawings,9321,290,185,RGB,JPEG
i - 811.jpeg,drawings,22452,232,320,RGB,JPEG
0254.jpg,painting,7623,290,172,RGB,JPEG
i - 555.jpeg,iconography,29681,477,320,RGB,JPEG
i - 23.jpeg,iconography,33576,257,320,RGB,JPEG
i - 430.jpeg,sculpture,10409,256,320,RGB,JPEG
6.jpg,sculpture,68881,618,800,RGB,JPEG
i - 948.jpeg,drawings,12037,206,320,RGB,JPEG
0241.jpg,painting,12547,290,377,RGB,JPEG
i - 450.jpeg,iconography,22524,246,320,RGB,JPEG
i - 515.jpeg,drawings,14260,157,320,RGB,JPEG
i - 364.jpeg,sculpture,7718,155,200,RGB,JPEG
i - 52 20.26.46.jpeg,sculpture,14694,480,270,RGB,JPEG
116.jpg,iconography,114558,480,576,RGB,JPEG
1588.jpg,painting,11480,290,320,RGB,JPEG
i - 261.jpeg,sculpture,29880,320,320,RGB,JPEG
i - 777.jpeg,iconography,24996,240,320,RGB,JPEG
0472.jpg,painting,10540,290,244,RGB,JPEG
i - 163.jpeg,iconography,25642,320,320,RGB,JPEG
i - 1390.jpeg,iconography,17134,320,320,RGB,JPEG
0762.jpg,painting,13240,290,384,RGB,JPEG
1558.jpg,painting,6109,290,194,RGB,JPEG
i - 210.jpeg,iconography,25048,427,320,RGB,JPEG
images (6).jpeg,drawings,7422,336,150,RGB,JPEG
i - 1204.jpeg,iconography,21653,427,320,RGB,JPEG
i - 711.jpeg,iconography,23893,227,320,RGB,JPEG
i - 472.jpeg,iconography,18506,320,320,RGB,JPEG
i - 1270.jpeg,iconography,27630,320,320,RGB,JPEG
480.jpg,iconography,223201,611,850,RGB,JPEG
2082.jpg,painting,21567,290,413,RGB,JPEG
i - 1413.jpeg,iconography,24351,240,320,RGB,JPEG
302.jpg,sculpture,67505,500,600,RGB,JPEG
2020.jpg,painting,13909,290,388,RGB,JPEG
i - 552.jpeg,sculpture,25461,480,270,RGB,JPEG
i - 85.jpeg,iconography,27163,260,320,RGB,JPEG
1979.jpg,painting,21204,290,161,RGB,JPEG
i - 710.jpeg,iconography,21804,320,320,RGB,JPEG
i - 34.jpeg,sculpture,30935,427,320,RGB,JPEG
0971.jpg,painting,7854,290,387,RGB,JPEG
73.jpg,engraving,44843,380,480,RGB,JPEG
i - 623.jpeg,sculpture,25185,230,320,RGB,JPEG
224 18.59.20 20.26.19.jpg,iconography,120133,600,866,RGB,JPEG
i - 1194.jpeg,iconography,20917,240,320,RGB,JPEG
0826.jpg,painting,12371,290,373,RGB,JPEG
i - 73.jpeg,drawings,67247,452,320,RGB,JPEG
0105.jpg,painting,12973,290,360,RGB,JPEG
1449.jpg,painting,14740,290,356,RGB,JPEG
118.jpg,iconography,115517,600,822,RGB,JPEG
3 18.59.45.jpg,sculpture,50905,770,678,RGB,JPEG
357.jpg,engraving,394471,940,688,RGB,JPEG
i - 36.jpeg,sculpture,17202,212,320,RGB,JPEG
i - 100.jpeg,engraving,24133,206,320,RGB,JPEG
1622.jpg,painting,10540,290,244,RGB,JPEG
583.jpg,iconography,247880,785,1000,RGB,JPEG
289.jpg,sculpture,227702,800,565,RGB,JPEG
i - 1202.jpeg,sculpture,11486,439,320,RGB,JPEG
0003.jpg,painting,18520,290,333,RGB,JPEG
1432.jpg,painting,6383,290,204,RGB,JPEG
1880.jpg,painting,6996,290,217,RGB,JPEG
i - 616.jpeg,sculpture,20293,214,320,RGB,JPEG
i - 1477.jpeg,sculpture,8140,214,320,RGB,JPEG
i - 1076.jpeg,iconography,16529,240,320,RGB,JPEG
1494.jpg,painting,16074,290,330,RGB,JPEG
0504.jpg,painting,8889,290,356,RGB,JPEG
i - 48.jpeg,sculpture,39966,325,320,RGB,JPEG
221.jpg,sculpture,52805,700,467,RGB,JPEG
i - 538.jpeg,sculpture,7744,276,320,RGB,JPEG
i - 382.jpeg,sculpture,20061,328,320,RGB,JPEG
i - 715.jpeg,iconography,20373,242,320,RGB,JPEG
0969.jpg,painting,16074,290,330,RGB,JPEG
i - 458.jpeg,sculpture,11607,229,320,RGB,JPEG
i - 466.jpeg,sculpture,41666,480,320,RGB,JPEG
i - 1152.jpeg,iconography,53646,480,311,RGB,JPEG
i - 705.jpeg,iconography,18249,252,320,RGB,JPEG
1692.jpg,painting,12973,290,360,RGB,JPEG
i - 364.jpeg,iconography,28757,266,320,RGB,JPEG
1334.jpg,painting,17077,290,383,RGB,JPEG
images (3).jpeg,drawings,10860,254,198,RGB,JPEG
i - 818.jpeg,sculpture,7012,218,320,RGB,JPEG
i - 902.jpeg,iconography,24589,261,320,RGB,JPEG
528.jpg,iconography,241076,807,937,RGB,JPEG
i - 654.jpeg,iconography,24681,274,320,RGB,JPEG
205.jpg,iconography,102814,483,700,RGB,JPEG
5783_mainfoto_05.jpg,sculpture,12409,290,207,RGB,JPEG
1055.jpg,painting,14774,290,152,RGB,JPEG
i - 86.jpeg,engraving,46947,421,320,RGB,JPEG
i - 1354.jpeg,sculpture,34236,377,320,RGB,JPEG
209.jpg,iconography,284524,445,600,RGB,JPEG
i - 476.jpeg,drawings,39991,254,320,RGB,JPEG
i - 245.jpeg,sculpture,37506,427,320,RGB,JPEG
i - 27.jpeg,engraving,51666,409,320,RGB,JPEG
i - 394.jpeg,iconography,19619,240,320,RGB,JPEG
i - 284.jpeg,engraving,39461,233,320,RGB,JPEG
185 18.59.45.jpg,sculpture,178620,683,1024,RGB,JPEG
i - 531.jpeg,sculpture,7615,213,320,RGB,JPEG
i - 454.jpeg,sculpture,33867,480,320,RGB,JPEG
0958.jpg,painting,12450,290,197,RGB,JPEG
1362.jpg,painting,16291,290,406,RGB,JPEG
i - 1358.jpeg,sculpture,9108,213,320,RGB,JPEG
1944.jpg,painting,16074,290,330,RGB,JPEG
1638.jpg,painting,11480,290,320,RGB,JPEG
i - 885.jpeg,iconography,20410,255,320,RGB,JPEG
1145.jpg,painting,13909,290,388,RGB,JPEG
i - 676.jpeg,drawings,10826,240,320,RGB,JPEG
1931.jpg,painting,16959,290,369,RGB,JPEG
i - 565.jpeg,drawings,12311,211,320,RGB,JPEG
1383.jpg,painting,21919,290,413,RGB,JPEG
i - 554.jpeg,sculpture,21349,433,320,RGB,JPEG
i - 65.jpeg,drawings,38296,420,320,RGB,JPEG
607.jpg,iconography,173262,480,549,RGB,JPEG
i - 418.jpeg,drawings,20399,480,252,RGB,JPEG
i - 1123.jpeg,drawings,13147,205,320,RGB,JPEG
246.jpg,sculpture,42719,500,702,RGB,JPEG
0299.jpg,painting,14740,290,356,RGB,JPEG
i - 574.jpeg,iconography,21779,287,320,RGB,JPEG
0280.jpg,painting,6409,290,339,RGB,JPEG
i - 177.jpeg,iconography,23853,320,320,RGB,JPEG
i - 345.jpeg,iconography,22409,268,320,RGB,JPEG
624.jpg,iconography,163588,564,706,RGB,JPEG
i - 575.jpeg,iconography,28452,427,320,RGB,JPEG
308.jpg,engraving,63610,502,480,RGB,JPEG
i - 676.jpeg,sculpture,4818,213,320,RGB,JPEG
79.jpg,engraving,429722,708,750,RGB,JPEG
4463_mainfoto_05.jpg,sculpture,12328,290,457,RGB,JPEG
i - 460.jpeg,drawings,14363,224,320,RGB,JPEG
0811.jpg,painting,16752,290,415,RGB,JPEG
1831.jpg,painting,12938,290,182,RGB,JPEG
i - 1188.jpeg,iconography,15306,240,320,RGB,JPEG
383.jpg,sculpture,53510,500,500,RGB,JPEG
471.jpg,iconography,94684,680,430,RGB,JPEG
i - 239.jpeg,iconography,25060,320,320,RGB,JPEG
i - 154.jpeg,drawings,53466,480,270,RGB,JPEG
1952_mainfoto_05.jpg,iconography,29532,290,414,RGB,JPEG
i - 18.jpeg,sculpture,30352,427,320,RGB,JPEG
1319.jpg,painting,16074,290,330,RGB,JPEG
1185.jpg,painting,14180,290,360,RGB,JPEG
584.jpg,iconography,384199,550,800,RGB,JPEG
i - 122.jpeg,sculpture,18491,267,320,RGB,JPEG
0582.jpg,painting,19632,290,359,RGB,JPEG
136.jpg,iconography,236038,558,700,RGB,JPEG
3155_mainfoto_05.jpg,sculpture,21849,290,434,RGB,JPEG
221.jpg,iconography,117263,516,603,RGB,JPEG
i - 256.jpeg,sculpture,18583,320,320,RGB,JPEG
209.jpg,sculpture,79372,960,640,RGB,JPEG
i - 133.jpeg,sculpture,11742,321,320,RGB,JPEG
1098.jpg,painting,17526,290,376,RGB,JPEG
i - 1288.jpeg,sculpture,39200,427,320,RGB,JPEG
i - 198.jpeg,sculpture,29887,480,320,RGB,JPEG
i - 570.jpeg,drawings,9560,247,320,RGB,JPEG
i - 970.jpeg,iconography,38053,320,367,RGB,JPEG
i - 226.jpeg,drawings,4562,208,320,RGB,JPEG
1303.jpg,painting,14402,290,233,RGB,JPEG
i - 451.jpeg,engraving,19235,209,320,RGB,JPEG
i - 62.jpeg,sculpture,27521,400,200,RGB,JPEG
i - 937.jpeg,drawings,31353,480,256,RGB,JPEG
347.jpg,iconography,82072,640,363,RGB,JPEG
i - 1187.jpeg,sculpture,15279,294,320,RGB,JPEG
i - 1040.jpeg,sculpture,18996,214,320,RGB,JPEG
i - 650.jpeg,drawings,26195,441,320,RGB,JPEG
0172.jpg,painting,10540,290,244,RGB,JPEG
396.jpg,sculpture,24961,600,600,RGB,JPEG
86.jpg,sculpture,115924,800,600,RGB,JPEG
662.jpg,iconography,103581,348,488,RGB,JPEG
i - 360.jpeg,iconography,28183,340,320,RGB,JPEG
77.jpg,iconography,415264,738,1000,RGB,JPEG
i - 1387.jpeg,sculpture,40321,480,320,RGB,JPEG
i - 369.jpeg,iconography,23731,427,320,RGB,JPEG
i - 506.jpeg,drawings,26663,224,320,RGB,JPEG
i - 843.jpeg,drawings,41690,372,320,RGB,JPEG
1237.jpg,painting,10409,290,222,RGB,JPEG
303.jpg,sculpture,45069,600,450,RGB,JPEG
i - 1138.jpeg,iconography,24633,250,320,RGB,JPEG
i - 1256.jpeg,sculpture,21746,480,272,RGB,JPEG
i - 299.jpeg,sculpture,23058,320,320,RGB,JPEG
289.jpg,engraving,18458,500,384,RGB,JPEG
3399_mainfoto_05.jpg,drawings,29056,290,406,RGB,JPEG
i - 1051.jpeg,drawings,24298,256,320,RGB,JPEG
i - 107.jpeg,engraving,19688,240,320,RGB,JPEG
109.jpg,engraving,246474,679,1024,RGB,JPEG
i - 851.jpeg,sculpture,36440,476,320,RGB,JPEG
1689_mainfoto_05.jpg,sculpture,15615,290,217,RGB,JPEG
i - 764.jpeg,drawings,32954,267,320,RGB,JPEG
i - 649.jpeg,iconography,38457,275,320,RGB,JPEG
i - 397.jpeg,drawings,12649,426,320,RGB,JPEG
1811.jpg,painting,11178,290,145,RGB,JPEG
150.jpg,iconography,104555,405,500,RGB,JPEG
i - 656.jpeg,sculpture,51056,480,320,RGB,JPEG
i - 203.jpeg,iconography,33536,333,320,RGB,JPEG
i - 526 20.26.19.jpeg,iconography,26377,320,320,RGB,JPEG
1366.jpg,painting,12547,290,377,RGB,JPEG
i - 539.jpeg,drawings,55964,480,308,RGB,JPEG
i - 541.jpeg,engraving,36437,231,320,RGB,JPEG
i - 480.jpeg,iconography,13160,427,320,RGB,JPEG
1115.jpg,painting,11693,290,226,RGB,JPEG
i - 1224.jpeg,iconography,21764,280,320,RGB,JPEG
0029.jpg,painting,13098,290,341,RGB,JPEG
i - 1436.jpeg,sculpture,26508,306,320,RGB,JPEG
2360.jpg,painting,14272,290,365,RGB,JPEG
0832.jpg,painting,20440,290,401,RGB,JPEG
i - 679.jpeg,iconography,26434,306,320,RGB,JPEG
i - 698.jpeg,drawings,16252,215,320,RGB,JPEG
465.jpg,iconography,82906,400,530,RGB,JPEG
0044.jpg,painting,16074,290,330,RGB,JPEG
2259.jpg,painting,12962,290,247,RGB,JPEG
1604.jpg,painting,9709,290,216,RGB,JPEG
2234.jpg,painting,37340,290,419,RGB,JPEG
i - 77.jpeg,iconography,22244,240,320,RGB,JPEG
i - 1487.jpeg,sculpture,10304,229,320,RGB,JPEG
1048.jpg,painting,17526,290,376,RGB,JPEG
211.jpg,engraving,181495,640,472,RGB,JPEG
i - 84.jpeg,sculpture,17836,213,320,RGB,JPEG
608.jpg,iconography,71335,350,431,RGB,JPEG
